Date;Event Type;Event Details;Check Point;Tour ID;Guard Name;Image | Audio | Video
06/08/2022 04:27;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;149;Security 1 (40e0d01078);|  |
06/08/2022 04:27;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;149;Security 1 (40e0d01078);|  |
06/08/2022 04:26;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;149;Security 1 (40e0d01078);|  |
06/08/2022 04:26;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;149;Security 1 (40e0d01078);|  |
06/08/2022 04:26;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;149;Security 1 (40e0d01078);|  |
06/08/2022 04:25;START;;;149;Security 1 (40e0d01078);|  |
06/08/2022 03:07;FINISH;;;148;Security 1 (40e0d01078);|  |
06/08/2022 03:07;MME;;304782 - CP8-GF;148;Security 1 (40e0d01078);? |  |
06/08/2022 03:06;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;148;Security 1 (40e0d01078);|  |
06/08/2022 03:03;MME;;304783 - CP2-GF;148;Security 1 (40e0d01078);? |  |
06/08/2022 03:03;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;148;Security 1 (40e0d01078);|  |
06/08/2022 03:02;START;;;148;Security 1 (40e0d01078);|  |
06/08/2022 03:00;MISSEDSCAN;Schedule: 13832064 - 2ND-3RD-4TH-2am Loose Schedule;303956 - CP4-3F;0;Security 1 (40e0d01078);|  |
06/08/2022 03:00;MISSEDSCAN;Schedule: 13832064 - 2ND-3RD-4TH-2am Loose Schedule;303955 - CP4-4F;0;Security 1 (40e0d01078);|  |
06/08/2022 02:22;FINISH;;;147;Security 1 (40e0d01078);|  |
06/08/2022 02:20;MME;;304785 - CP4-2F;147;Security 1 (40e0d01078);? |  |
06/08/2022 02:20;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;147;Security 1 (40e0d01078);|  |
06/08/2022 02:18;START;;;147;Security 1 (40e0d01078);|  |
06/08/2022 01:08;FINISH;;;146;Security 1 (40e0d01078);|  |
06/08/2022 01:07;MME;;304782 - CP8-GF;146;Security 1 (40e0d01078);? |  |
06/08/2022 01:07;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;146;Security 1 (40e0d01078);|  |
06/08/2022 01:07;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;146;Security 1 (40e0d01078);|  |
06/08/2022 01:06;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;146;Security 1 (40e0d01078);|  |
06/08/2022 01:05;MME;;304783 - CP2-GF;146;Security 1 (40e0d01078);? |  |
06/08/2022 01:04;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;146;Security 1 (40e0d01078);|  |
06/08/2022 01:04;START;;;146;Security 1 (40e0d01078);|  |
06/08/2022 01:00;MISSEDSCAN;Schedule: 13831342 - BF-0am Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
06/08/2022 00:31;FINISH;;;145;Security 1 (40e0d01078);|  |
06/08/2022 00:31;MME;;303958 - CP1-BF;145;Security 1 (40e0d01078);? |  |
06/08/2022 00:30;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;145;Security 1 (40e0d01078);|  |
06/08/2022 00:28;MME;;303957 - CP5-BF;145;Security 1 (40e0d01078);? |  |
06/08/2022 00:28;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;145;Security 1 (40e0d01078);|  |
06/08/2022 00:24;MME;;303974 - CP2-BF;145;Security 1 (40e0d01078);? |  |
06/08/2022 00:24;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;145;Security 1 (40e0d01078);|  |
06/08/2022 00:22;START;;;145;Security 1 (40e0d01078);|  |
06/08/2022 00:00;MISSEDSCAN;Schedule: 13831176 - 2ND-3RD-4TH-11pm Loose Schedule;303956 - CP4-3F;0;Security 1 (40e0d01078);|  |
06/08/2022 00:00;MISSEDSCAN;Schedule: 13831176 - 2ND-3RD-4TH-11pm Loose Schedule;303955 - CP4-4F;0;Security 1 (40e0d01078);|  |
05/08/2022 23:22;FINISH;;;144;Security 1 (40e0d01078);|  |
05/08/2022 23:22;MME;;304785 - CP4-2F;144;Security 1 (40e0d01078);? |  |
05/08/2022 23:21;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;144;Security 1 (40e0d01078);|  |
05/08/2022 23:20;START;;;144;Security 1 (40e0d01078);|  |
05/08/2022 23:00;MISSEDSCAN;Schedule: 13839927 - BF-10pm Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 22:17;FINISH;;;143;Security 1 (40e0d01078);|  |
05/08/2022 22:17;MME;;303957 - CP5-BF;143;Security 1 (40e0d01078);? |  |
05/08/2022 22:17;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;143;Security 1 (40e0d01078);|  |
05/08/2022 22:17;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;143;Security 1 (40e0d01078);|  |
05/08/2022 22:16;MME;;303958 - CP1-BF;143;Security 1 (40e0d01078);? |  |
05/08/2022 22:15;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;143;Security 1 (40e0d01078);|  |
05/08/2022 22:15;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;143;Security 1 (40e0d01078);|  |
05/08/2022 22:15;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;143;Security 1 (40e0d01078);|  |
05/08/2022 22:15;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;143;Security 1 (40e0d01078);|  |
05/08/2022 22:13;MME;;303974 - CP2-BF;143;Security 1 (40e0d01078);? |  |
05/08/2022 22:12;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;143;Security 1 (40e0d01078);|  |
05/08/2022 22:12;START;;;143;Security 1 (40e0d01078);|  |
05/08/2022 22:00;MISSEDSCAN;Schedule: 13839639 - 2ND-3RD-4TH-9pm Loose Schedule;303956 - CP4-3F;0;Security 1 (40e0d01078);|  |
05/08/2022 22:00;MISSEDSCAN;Schedule: 13839639 - 2ND-3RD-4TH-9pm Loose Schedule;303955 - CP4-4F;0;Security 1 (40e0d01078);|  |
05/08/2022 21:24;FINISH;;;142;Security 1 (40e0d01078);|  |
05/08/2022 21:23;MME;;304785 - CP4-2F;142;Security 1 (40e0d01078);? |  |
05/08/2022 21:23;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;142;Security 1 (40e0d01078);|  |
05/08/2022 21:23;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;142;Security 1 (40e0d01078);|  |
05/08/2022 21:21;START;;;142;Security 1 (40e0d01078);|  |
05/08/2022 20:20;FINISH;;;141;Security 1 (40e0d01078);|  |
05/08/2022 20:20;MME;;304784 - CP1-MZF;141;Security 1 (40e0d01078);? |  |
05/08/2022 20:20;NFCSCAN;LYG  - Majalengka;304784 - CP1-MZF;141;Security 1 (40e0d01078);|  |
05/08/2022 20:19;NFCSCAN;LYG  - Majalengka;304784 - CP1-MZF;141;Security 1 (40e0d01078);|  |
05/08/2022 20:19;NFCSCAN;LYG  - Majalengka;304784 - CP1-MZF;141;Security 1 (40e0d01078);|  |
05/08/2022 20:19;NFCSCAN;LYG  - Majalengka;304784 - CP1-MZF;141;Security 1 (40e0d01078);|  |
05/08/2022 20:19;NFCSCAN;LYG  - Majalengka;304784 - CP1-MZF;141;Security 1 (40e0d01078);|  |
05/08/2022 20:19;NFCSCAN;LYG  - Majalengka;304784 - CP1-MZF;141;Security 1 (40e0d01078);|  |
05/08/2022 20:19;NFCSCAN;LYG  - Majalengka;304784 - CP1-MZF;141;Security 1 (40e0d01078);|  |
05/08/2022 20:18;START;;;141;Security 1 (40e0d01078);|  |
05/08/2022 19:31;FINISH;;;140;Security 1 (40e0d01078);|  |
05/08/2022 19:31;MME;;304783 - CP2-GF;140;Security 1 (40e0d01078);? |  |
05/08/2022 19:30;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;140;Security 1 (40e0d01078);|  |
05/08/2022 19:30;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;140;Security 1 (40e0d01078);|  |
05/08/2022 19:30;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;140;Security 1 (40e0d01078);|  |
05/08/2022 19:30;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;140;Security 1 (40e0d01078);|  |
05/08/2022 19:30;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;140;Security 1 (40e0d01078);|  |
05/08/2022 19:28;MME;;304782 - CP8-GF;140;Security 1 (40e0d01078);? |  |
05/08/2022 19:27;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;140;Security 1 (40e0d01078);|  |
05/08/2022 19:24;START;;;140;Security 1 (40e0d01078);|  |
05/08/2022 19:00;MISSEDSCAN;Schedule: 13838861 - BF-6pm Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 18:15;FINISH;;;139;Security 1 (40e0d01078);|  |
05/08/2022 18:15;MME;;303957 - CP5-BF;139;Security 1 (40e0d01078);? |  |
05/08/2022 18:14;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:14;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:14;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:14;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:14;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:13;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:13;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:13;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:08;MME;;303958 - CP1-BF;139;Security 1 (40e0d01078);? |  |
05/08/2022 18:07;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:07;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:06;MME;;303974 - CP2-BF;139;Security 1 (40e0d01078);? |  |
05/08/2022 18:05;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:05;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:05;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;139;Security 1 (40e0d01078);|  |
05/08/2022 18:05;START;;;139;Security 1 (40e0d01078);|  |
05/08/2022 17:00;MISSEDSCAN;Schedule: 13753653 - BF-4pm Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 16:33;FINISH;;;138;Security 1 (40e0d01078);|  |
05/08/2022 16:32;MME;;303957 - CP5-BF;138;Security 1 (40e0d01078);? |  |
05/08/2022 16:32;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;138;Security 1 (40e0d01078);|  |
05/08/2022 16:32;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;138;Security 1 (40e0d01078);|  |
05/08/2022 16:32;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;138;Security 1 (40e0d01078);|  |
05/08/2022 16:30;MME;;303958 - CP1-BF;138;Security 1 (40e0d01078);? |  |
05/08/2022 16:29;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;138;Security 1 (40e0d01078);|  |
05/08/2022 16:29;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;138;Security 1 (40e0d01078);|  |
05/08/2022 16:29;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;138;Security 1 (40e0d01078);|  |
05/08/2022 16:28;MME;;303974 - CP2-BF;138;Security 1 (40e0d01078);? |  |
05/08/2022 16:27;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;138;Security 1 (40e0d01078);|  |
05/08/2022 16:26;START;;;138;Security 1 (40e0d01078);|  |
05/08/2022 15:00;MISSEDSCAN;Schedule: 13753312 - BF-2pm Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 14:25;FINISH;;;137;Security 1 (40e0d01078);|  |
05/08/2022 14:25;MME;;303957 - CP5-BF;137;Security 1 (40e0d01078);? |  |
05/08/2022 14:24;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;137;Security 1 (40e0d01078);|  |
05/08/2022 14:20;MME;;303958 - CP1-BF;137;Security 1 (40e0d01078);? |  |
05/08/2022 14:20;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;137;Security 1 (40e0d01078);|  |
05/08/2022 14:19;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;137;Security 1 (40e0d01078);|  |
05/08/2022 14:18;MME;;303974 - CP2-BF;137;Security 1 (40e0d01078);? |  |
05/08/2022 14:17;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;137;Security 1 (40e0d01078);|  |
05/08/2022 14:17;START;;;137;Security 1 (40e0d01078);|  |
05/08/2022 14:00;MISSEDSCAN;Schedule: 13753155 - BF-12am Loose Schedule;303957 - CP5-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 14:00;MISSEDSCAN;Schedule: 13753155 - BF-12am Loose Schedule;303974 - CP2-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 14:00;MISSEDSCAN;Schedule: 13836960 - BF-12am Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 14:00;MISSEDSCAN;Schedule: 13753155 - BF-12am Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 12:22;FINISH;;;136;Security 1 (40e0d01078);|  |
05/08/2022 12:22;MME;;303958 - CP1-BF;136;Security 1 (40e0d01078);? |  |
05/08/2022 12:21;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:21;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:21;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:21;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:21;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:17;MME;;303957 - CP5-BF;136;Security 1 (40e0d01078);? |  |
05/08/2022 12:16;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:16;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:16;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:16;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:16;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:08;MME;;303974 - CP2-BF;136;Security 1 (40e0d01078);? |  |
05/08/2022 12:08;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:07;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:07;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:07;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;136;Security 1 (40e0d01078);|  |
05/08/2022 12:07;START;;;136;Security 1 (40e0d01078);|  |
05/08/2022 12:00;MISSEDSCAN;Schedule: 13836225 - BF-10am Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 10:15;FINISH;;;135;Security 1 (40e0d01078);|  |
05/08/2022 10:15;MME;;303957 - CP5-BF;135;Security 1 (40e0d01078);? |  |
05/08/2022 10:15;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;135;Security 1 (40e0d01078);|  |
05/08/2022 10:13;MME;;303958 - CP1-BF;135;Security 1 (40e0d01078);? |  |
05/08/2022 10:12;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;135;Security 1 (40e0d01078);|  |
05/08/2022 10:10;MME;;303974 - CP2-BF;135;Security 1 (40e0d01078);? |  |
05/08/2022 10:10;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;135;Security 1 (40e0d01078);|  |
05/08/2022 10:08;START;;;135;Security 1 (40e0d01078);|  |
05/08/2022 09:00;MISSEDSCAN;Schedule: 13834570 - BF-8am Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 08:14;FINISH;;;134;Security 1 (40e0d01078);|  |
05/08/2022 08:14;MME;;303957 - CP5-BF;134;Security 1 (40e0d01078);? |  |
05/08/2022 08:13;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;134;Security 1 (40e0d01078);|  |
05/08/2022 08:11;MME;;303958 - CP1-BF;134;Security 1 (40e0d01078);? |  |
05/08/2022 08:10;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;134;Security 1 (40e0d01078);|  |
05/08/2022 08:09;MME;;303974 - CP2-BF;134;Security 1 (40e0d01078);? |  |
05/08/2022 08:08;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;134;Security 1 (40e0d01078);|  |
05/08/2022 08:07;START;;;134;Security 1 (40e0d01078);|  |
05/08/2022 08:00;MISSEDSCAN;Schedule: 13834222 - BF-6am Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 06:08;FINISH;;;133;Security 1 (40e0d01078);|  |
05/08/2022 06:08;MME;;303957 - CP5-BF;133;Security 1 (40e0d01078);? |  |
05/08/2022 06:08;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;133;Security 1 (40e0d01078);|  |
05/08/2022 06:08;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;133;Security 1 (40e0d01078);|  |
05/08/2022 06:06;MME;;303958 - CP1-BF;133;Security 1 (40e0d01078);? |  |
05/08/2022 06:06;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;133;Security 1 (40e0d01078);|  |
05/08/2022 06:06;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;133;Security 1 (40e0d01078);|  |
05/08/2022 06:05;MME;;303974 - CP2-BF;133;Security 1 (40e0d01078);? |  |
05/08/2022 06:04;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;133;Security 1 (40e0d01078);|  |
05/08/2022 06:04;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;133;Security 1 (40e0d01078);|  |
05/08/2022 06:04;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;133;Security 1 (40e0d01078);|  |
05/08/2022 06:04;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;133;Security 1 (40e0d01078);|  |
05/08/2022 06:03;START;;;133;Security 1 (40e0d01078);|  |
05/08/2022 05:16;FINISH;;;132;Security 1 (40e0d01078);|  |
05/08/2022 05:16;MME;;304783 - CP2-GF;132;Security 1 (40e0d01078);? |  |
05/08/2022 05:15;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;132;Security 1 (40e0d01078);|  |
05/08/2022 05:14;MME;;304782 - CP8-GF;132;Security 1 (40e0d01078);? |  |
05/08/2022 05:13;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;132;Security 1 (40e0d01078);|  |
05/08/2022 05:13;START;;;132;Security 1 (40e0d01078);|  |
05/08/2022 05:00;MISSEDSCAN;Schedule: 13832766 - 2ND-3RD-4TH-4am Loose Schedule;303956 - CP4-3F;0;Security 1 (40e0d01078);|  |
05/08/2022 05:00;MISSEDSCAN;Schedule: 13832766 - 2ND-3RD-4TH-4am Loose Schedule;303955 - CP4-4F;0;Security 1 (40e0d01078);|  |
05/08/2022 04:12;FINISH;;;131;Security 1 (40e0d01078);|  |
05/08/2022 04:12;MME;;304785 - CP4-2F;131;Security 1 (40e0d01078);? |  |
05/08/2022 04:11;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;131;Security 1 (40e0d01078);|  |
05/08/2022 04:11;START;;;131;Security 1 (40e0d01078);|  |
05/08/2022 03:22;FINISH;;;130;Security 1 (40e0d01078);|  |
05/08/2022 03:22;MME;;304783 - CP2-GF;130;Security 1 (40e0d01078);? |  |
05/08/2022 03:22;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;130;Security 1 (40e0d01078);|  |
05/08/2022 03:22;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;130;Security 1 (40e0d01078);|  |
05/08/2022 03:19;MME;;304782 - CP8-GF;130;Security 1 (40e0d01078);? |  |
05/08/2022 03:19;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;130;Security 1 (40e0d01078);|  |
05/08/2022 03:18;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;130;Security 1 (40e0d01078);|  |
05/08/2022 03:18;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;130;Security 1 (40e0d01078);|  |
05/08/2022 03:18;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;130;Security 1 (40e0d01078);|  |
05/08/2022 03:17;START;;;130;Security 1 (40e0d01078);|  |
05/08/2022 03:00;MISSEDSCAN;Schedule: 13826483 - 2ND-3RD-4TH-2am Loose Schedule;303956 - CP4-3F;0;Security 1 (40e0d01078);|  |
05/08/2022 03:00;MISSEDSCAN;Schedule: 13826483 - 2ND-3RD-4TH-2am Loose Schedule;303955 - CP4-4F;0;Security 1 (40e0d01078);|  |
05/08/2022 02:14;FINISH;;;129;Security 1 (40e0d01078);|  |
05/08/2022 02:13;MME;;304785 - CP4-2F;129;Security 1 (40e0d01078);? |  |
05/08/2022 02:12;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;129;Security 1 (40e0d01078);|  |
05/08/2022 02:12;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;129;Security 1 (40e0d01078);|  |
05/08/2022 02:11;START;;;129;Security 1 (40e0d01078);|  |
05/08/2022 01:22;FINISH;;;128;Security 1 (40e0d01078);|  |
05/08/2022 01:21;MME;;304783 - CP2-GF;128;Security 1 (40e0d01078);? |  |
05/08/2022 01:21;NFCSCAN;LYG  - Majalengka;304783 - CP2-GF;128;Security 1 (40e0d01078);|  |
05/08/2022 01:19;MME;;304782 - CP8-GF;128;Security 1 (40e0d01078);? |  |
05/08/2022 01:18;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;128;Security 1 (40e0d01078);|  |
05/08/2022 01:18;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;128;Security 1 (40e0d01078);|  |
05/08/2022 01:18;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;128;Security 1 (40e0d01078);|  |
05/08/2022 01:18;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;128;Security 1 (40e0d01078);|  |
05/08/2022 01:18;NFCSCAN;LYG  - Majalengka;304782 - CP8-GF;128;Security 1 (40e0d01078);|  |
05/08/2022 01:17;START;;;128;Security 1 (40e0d01078);|  |
05/08/2022 01:00;MISSEDSCAN;Schedule: 13825640 - BF-0am Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
05/08/2022 00:13;FINISH;;;127;Security 1 (40e0d01078);|  |
05/08/2022 00:13;MME;;303957 - CP5-BF;127;Security 1 (40e0d01078);? |  |
05/08/2022 00:13;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;127;Security 1 (40e0d01078);|  |
05/08/2022 00:13;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;127;Security 1 (40e0d01078);|  |
05/08/2022 00:12;MME;;303958 - CP1-BF;127;Security 1 (40e0d01078);? |  |
05/08/2022 00:11;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;127;Security 1 (40e0d01078);|  |
05/08/2022 00:09;MME;;303974 - CP2-BF;127;Security 1 (40e0d01078);? |  |
05/08/2022 00:09;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;127;Security 1 (40e0d01078);|  |
05/08/2022 00:09;START;;;127;Security 1 (40e0d01078);|  |
05/08/2022 00:00;MISSEDSCAN;Schedule: 13825176 - 2ND-3RD-4TH-11pm Loose Schedule;303955 - CP4-4F;0;Security 1 (40e0d01078);|  |
05/08/2022 00:00;MISSEDSCAN;Schedule: 13825176 - 2ND-3RD-4TH-11pm Loose Schedule;303956 - CP4-3F;0;Security 1 (40e0d01078);|  |
04/08/2022 23:24;FINISH;;;126;Security 1 (40e0d01078);|  |
04/08/2022 23:24;MME;;304785 - CP4-2F;126;Security 1 (40e0d01078);? |  |
04/08/2022 23:24;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;126;Security 1 (40e0d01078);|  |
04/08/2022 23:24;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;126;Security 1 (40e0d01078);|  |
04/08/2022 23:23;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;126;Security 1 (40e0d01078);|  |
04/08/2022 23:23;START;;;126;Security 1 (40e0d01078);|  |
04/08/2022 23:23;FINISH;;;125;Security 1 (40e0d01078);|  |
04/08/2022 23:22;MME;;304785 - CP4-2F;125;Security 1 (40e0d01078);? |  |
04/08/2022 23:22;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;125;Security 1 (40e0d01078);|  |
04/08/2022 23:22;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;125;Security 1 (40e0d01078);|  |
04/08/2022 23:22;START;;;125;Security 1 (40e0d01078);|  |
04/08/2022 23:22;FINISH;;;124;Security 1 (40e0d01078);|  |
04/08/2022 23:00;MISSEDSCAN;Schedule: 13830995 - BF-10pm Loose Schedule;304781 - CP9-BF;0;Security 1 (40e0d01078);|  |
04/08/2022 22:27;START;;;124;Security 1 (40e0d01078);|  |
04/08/2022 22:25;FINISH;;;123;Security 1 (40e0d01078);|  |
04/08/2022 22:24;MME;;303958 - CP1-BF;123;Security 1 (40e0d01078);? |  |
04/08/2022 22:23;NFCSCAN;LYG  - Majalengka;303958 - CP1-BF;123;Security 1 (40e0d01078);|  |
04/08/2022 22:23;TEST;;;123;Security 1 (40e0d01078);|  |
04/08/2022 22:21;MME;;303957 - CP5-BF;123;Security 1 (40e0d01078);? |  |
04/08/2022 22:20;NFCSCAN;LYG  - Majalengka;303957 - CP5-BF;123;Security 1 (40e0d01078);|  |
04/08/2022 22:16;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;123;Security 1 (40e0d01078);|  |
04/08/2022 22:16;MME;;303974 - CP2-BF;123;Security 1 (40e0d01078);? |  |
04/08/2022 22:15;NFCSCAN;LYG  - Majalengka;303974 - CP2-BF;123;Security 1 (40e0d01078);|  |
04/08/2022 22:14;START;;;123;Security 1 (40e0d01078);|  |
04/08/2022 22:00;MISSEDSCAN;Schedule: 13830821 - 2ND-3RD-4TH-9pm Loose Schedule;303955 - CP4-4F;0;Security 1 (40e0d01078);|  |
04/08/2022 22:00;MISSEDSCAN;Schedule: 13830821 - 2ND-3RD-4TH-9pm Loose Schedule;303956 - CP4-3F;0;Security 1 (40e0d01078);|  |
04/08/2022 21:35;FINISH;;;122;Security 1 (40e0d01078);|  |
04/08/2022 21:34;NFCSCAN;LYG  - Majalengka;304785 - CP4-2F;122;Security 1 (40e0d01078);|  |
04/08/2022 21:34;MME;;;122;Security 1 (40e0d01078);? |  |
